i_TradePeriodNodeDemand,-,-
TP18,DOB0331,3.413
TP18,DVK0111,10.913
TP18,EDG0331,52.571
TP18,EDN0331,5.281
TP18,FHL0331,42.657
TP18,FKN0331,53.981
TP18,GFD0331,54.427
TP18,GLN0331,93.196
TP18,GLN0332,40.4
TP18,GOR0331,24.524
TP18,GYM0661,10.72
TP18,GYT0331,9.425
TP18,HAM0111,27.413
TP18,HAM0551,0.193
TP18,HAY0111,13.624
TP18,HAY0331,13.614
TP18,HEN0331,88.104
TP18,HEP0331,114.895
TP18,HKK0661,2.116
TP18,HLY0331,17.89
TP18,HOB1101,38.168
TP18,HOR0331,7.195
TP18,HOR0661,3.973
TP18,HTI0331,21.847
TP18,HUI0331,24.862
TP18,HWA0331,21.825
TP18,HWA0332,5.26
TP18,HWA1101,0
TP18,HWA1102,0
TP18,HWB0331,49.198
TP18,HWB0332,40.01
TP18,HWB1101,7.961
TP18,INV0331,78.723
TP18,ISL0661,357.663
TP18,KAI0111,26.241
TP18,KAW0112,40.284
TP18,KAW1101,0
TP18,KBY0661,1.134
TP18,KBY0662,1.289
TP18,KIK0111,1.946
TP18,KIN0111,44.005
TP18,KIN0112,-24.979
TP18,KIN0113,17.336
TP18,KMO0331,12.251
TP18,KOE1101,30.788
TP18,KPA1101,0
TP18,KUM0661,-2.168
TP18,KWA0111,28.551
TP18,LFD1101,1.257
TP18,LFD1102,1.2
TP18,LTN0331,42.637
TP18,MAN2201,0.994
TP18,MAT1101,0.333
TP18,MCH0111,1.217
TP18,MER0331,0
TP18,MGM0331,6.579
TP18,MHO0331,33.857
TP18,MKE1101,0
TP18,MLG0111,21.549
TP18,MLG0331,28.668
TP18,MNG0331,89.986
TP18,MNG1101,8.822
TP18,MNI0111,6.404
TP18,MST0331,39.454
TP18,MTM0331,55.493
TP18,MTN0331,12.456
TP18,MTO0331,10.645
TP18,MTR0331,5.76
TP18,NAP2201,0
TP18,NAP2202,0
TP18,NMA0331,7.687
TP18,NPK0331,4.562
TP18,NPL0331,8.375
TP18,NSY0331,23.551
TP18,OAM0331,27.829
TP18,OKN0111,6.131
TP18,ONG0331,1.19
TP18,OPK0331,4.606
TP18,ORO1101,3.135
TP18,ORO1102,3.093
TP18,OTA0221,48.949
TP18,OTI0111,0.075
TP18,OWH0111,9.477
TP18,PAK0331,118.827
TP18,PAO1101,27.264
TP18,PEN0221,47.965
TP18,PEN0251,3.685
TP18,PEN1101,132.057
TP18,PNI0331,13.214
TP18,PPI2201,0
TP18,RDF0331,49.08
TP18,RFN1101,1.33
TP18,RFN1102,1.295
TP18,ROS0221,77.943
TP18,ROS1101,46.306
TP18,ROT0111,19.725
TP18,ROT0331,40.739
TP18,ROT1101,0
TP18,SBK0331,25.05
TP18,SBK0661,11.99
TP18,SDN0331,60.706
TP18,SFD0331,16.415
TP18,SFD2201,0
TP18,STK0331,115.845
TP18,STK0661,21.356
TP18,STU0111,6.791
TP18,SVL0331,59.142
TP18,SWN0251,2.891
TP18,SWN2201,0.1
TP18,TAK0331,85.967
TP18,TGA0111,24.292
TP18,TGA0331,70.393
TP18,THI2201,0
TP18,TIM0111,58.331
TP18,TKA0331,3.906
TP18,TKH0111,0.81
TP18,TKR0331,72.751
TP18,TKU0331,6.187
TP18,TMI0331,26.309
TP18,TMK0331,17.385
TP18,TMN0551,2.535
TP18,TMU0111,26.134
TP18,TNG0111,22.745
TP18,TNG0551,0.217
TP18,TRK0111,5.532
TP18,TUI1101,47.335
TP18,TWC2201,0.855
TP18,TWH0331,55.502
TP18,TWI2201,575.54
TP18,TWZ0331,6.543
TP18,UHT0331,24.641
TP18,WAI0111,7.672
TP18,WDV0111,1.841
TP18,WDV1101,0.466
TP18,WEL0331,27.21
TP18,WHI2201,0.176
TP18,WIL0331,20.871
TP18,WIR0331,80.368
TP18,WKM2201,5.186
TP18,WPR0331,6.066
TP18,WPR0661,2.311
TP18,WPT0111,0
TP18,WPW0331,16.469
TP18,WRD0331,56.88
TP18,WRK0331,37.577
TP18,WTK0111,0
TP18,WTK0331,0
TP18,WTU0331,71.576
TP18,WVY0111,3.232
TP18,WWD1102,-30.353
TP18,WWD1103,-27.83
TP19,BOB1101,50.393
TP19,CPK0331,124.702
TP19,HAM0331,106.252
TP19,HIN0331,30.321
TP19,ISL0331,71.436
TP19,KAW0111,16.013
TP19,KAW0113,0
TP19,KIN0331,13.928
TP19,KPU0661,36.602
TP19,MPE1101,92.529
TP19,PEN0331,227.111
TP19,PRM0331,53.95
TP19,WGN0331,23.267
TP19,WHI0111,30.339
TP19,WHU0331,15.284
TP19,WKO0331,27.515
TP19,KAW0112_DLS0,0
TP19,KAW0113_DLS1,36.079
TP19,ABY0111,2.627
TP19,ALB0331,104.855
TP19,ALB1101,51.69
TP19,APS0111,0.181
TP19,ARG1101,0
TP19,ASB0331,24.778
TP19,ASB0661,29.261
TP19,ASY0111,13.204
TP19,ATU1101,0.119
TP19,BAL0331,23.667
TP19,BDE0111,8.148
TP19,BLN0331,57.613
TP19,BOB0331,7.071
TP19,BPD1101,1.476
TP19,BPE0331,86.009
TP19,BPE0551,0.211
TP19,BPT1101,0.226
TP19,BRB0331,40.159
TP19,BRK0331,21.134
TP19,BRY0661,113.528
TP19,BWK1101,0
TP19,CBG0111,29.354
TP19,CLH0111,0.364
TP19,CML0331,31.497
TP19,COL0111,0.205
TP19,COL0661,0
TP19,CPK0111,18.702
TP19,CST0331,37.854
TP19,CUL0331,7.546
TP19,CUL0661,5.133
TP19,CYD0331,0.877
TP19,CYD2201,0
TP19,DOB0331,3.41
TP19,DVK0111,10.882
TP19,EDG0331,51.263
TP19,EDN0331,5.162
TP19,FHL0331,42.346
TP19,FKN0331,52.787
TP19,GFD0331,54.109
TP19,GLN0331,90.246
TP19,GLN0332,40.761
TP19,GOR0331,23.72
TP19,GYM0661,10.903
TP19,GYT0331,9.321
TP19,HAM0111,26.115
TP19,HAM0551,-0.056
TP19,HAY0111,12.959
TP19,HAY0331,13.183
TP19,HEN0331,84.975
TP19,HEP0331,113.403
TP19,HKK0661,2.313
TP19,HLY0331,20.615
TP19,HOB1101,38.352
TP19,HOR0331,6.94
TP19,HOR0661,3.256
TP19,HTI0331,22.209
TP19,HUI0331,24.021
TP19,HWA0331,21.678
TP19,HWA0332,5.268
TP19,HWA1101,0
TP19,HWA1102,0
TP19,HWB0331,50.868
TP19,HWB0332,40.649
TP19,HWB1101,8.017
TP19,INV0331,77.908
TP19,ISL0661,356.763
TP19,KAI0111,26.218
TP19,KAW0112,40.396
TP19,KAW1101,0
TP19,KBY0661,1.224
TP19,KBY0662,1.382
TP19,KIK0111,1.741
TP19,KIN0111,43.698
TP19,KIN0112,-25.765
TP19,KIN0113,16.894
TP19,KMO0331,11.271
TP19,KOE1101,29.541
TP19,KPA1101,0
TP19,KUM0661,-2.281
TP19,KWA0111,29.281
TP19,LFD1101,1.363
TP19,LFD1102,1.296
TP19,LTN0331,42.11
TP19,MAN2201,1
TP19,MAT1101,0.252
TP19,MCH0111,1.269
TP19,MER0331,0
TP19,MGM0331,6.337
TP19,MHO0331,33.186
TP19,MKE1101,0
TP19,MLG0111,21.72
TP19,MLG0331,28.347
TP19,MNG0331,88.303
TP19,MNG1101,10.418
TP19,MNI0111,6.378
TP19,MST0331,38.101
TP19,MTM0331,53.372
TP19,MTN0331,12.257
TP19,MTO0331,11.576
TP19,MTR0331,5.613
TP19,NAP2201,0
TP19,NAP2202,0
TP19,NMA0331,9.622
TP19,NPK0331,4.491
TP19,NPL0331,8.152
TP19,NSY0331,23.478
TP19,OAM0331,28.229
TP19,OKN0111,6.266
TP19,ONG0331,1.038
TP19,OPK0331,4.706
TP19,ORO1101,3.237
TP19,ORO1102,3.196
TP19,OTA0221,48.839
TP19,OTI0111,0.087
TP19,OWH0111,9.049
TP19,PAK0331,114.956
TP19,PAO1101,26.556
TP19,PEN0221,47.202
TP19,PEN0251,3.105
TP19,PEN1101,131.764
TP19,PNI0331,12.339
TP19,PPI2201,0
TP19,RDF0331,47.11
TP19,RFN1101,1.291
TP19,RFN1102,1.258
TP19,ROS0221,75.494
TP19,ROS1101,44.716
TP19,ROT0111,18.608
TP19,ROT0331,40.556
TP19,ROT1101,0
TP19,SBK0331,24.862
TP19,SBK0661,11.021
TP19,SDN0331,62.236
TP19,SFD0331,16.192
TP19,SFD2201,0
TP19,STK0331,115.959
TP19,STK0661,20.491
TP19,STU0111,6.734
TP19,SVL0331,56.796
TP19,SWN0251,3.104
TP19,SWN2201,0.08
TP19,TAK0331,83.715
TP19,TGA0111,23.289
TP19,TGA0331,68.383
TP19,THI2201,0
TP19,TIM0111,58.391
TP19,TKA0331,3.737
TP19,TKH0111,0.755
TP19,TKR0331,70.54
TP19,TKU0331,5.825
TP19,TMI0331,25.55
TP19,TMK0331,17.218
TP19,TMN0551,0.047
TP19,TMU0111,28.334
TP19,TNG0111,23.667
TP19,TNG0551,0.34
TP19,TRK0111,5.302
TP19,TUI1101,47.546
TP19,TWC2201,0.843
TP19,TWH0331,61.776
TP19,TWI2201,572.831
TP19,TWZ0331,6.419
TP19,UHT0331,24.156
TP19,WAI0111,7.354
TP19,WDV0111,1.835
TP19,WDV1101,0.433
TP19,WEL0331,26.163
TP19,WHI2201,0.168
TP19,WIL0331,19.154
TP19,WIR0331,80.44
TP19,WKM2201,5.31
TP19,WPR0331,6.057
TP19,WPR0661,2.244
TP19,WPT0111,0
TP19,WPW0331,16.498
TP19,WRD0331,54.494
TP19,WRK0331,37.449
TP19,WTK0111,0
TP19,WTK0331,0
TP19,WTU0331,70.476
TP19,WVY0111,3.068
TP19,WWD1102,-30.095
TP19,WWD1103,-27.298
TP20,BOB1101,56.839
TP20,CPK0331,121.246
TP20,HAM0331,101.871
TP20,HIN0331,29.47
TP20,ISL0331,71.32
TP20,KAW0111,16.246
TP20,KAW0113,0
TP20,KIN0331,13.511
TP20,KPU0661,35.867
TP20,MPE1101,90.695
TP20,PEN0331,221.544
TP20,PRM0331,49.112
TP20,WGN0331,22.756
TP20,WHI0111,29.686
TP20,WHU0331,14.82
TP20,WKO0331,26.792
TP20,KAW0112_DLS0,0
TP20,KAW0113_DLS1,36.035
TP20,ABY0111,2.967
TP20,ALB0331,101.097
TP20,ALB1101,49.315
TP20,APS0111,0.175
TP20,ARG1101,0
TP20,ASB0331,24.484
TP20,ASB0661,29.26
TP20,ASY0111,12.802
TP20,ATU1101,0.128
TP20,BAL0331,22.58
TP20,BDE0111,8.038
TP20,BLN0331,57.713
TP20,BOB0331,8.426
TP20,BPD1101,1.524
TP20,BPE0331,81.978
TP20,BPE0551,0.883
TP20,BPT1101,0.227
TP20,BRB0331,48.221
TP20,BRK0331,20.115
TP20,BRY0661,111.271
TP20,BWK1101,0
TP20,CBG0111,29.412
TP20,CLH0111,0.348
TP20,CML0331,31.738
TP20,COL0111,0.196
TP20,COL0661,0
TP20,CPK0111,18.044
TP20,CST0331,38.056
TP20,CUL0331,7.074
TP20,CUL0661,4.429
TP20,CYD0331,-0.158
TP20,CYD2201,0
TP20,DOB0331,3.199
TP20,DVK0111,10.728
TP20,EDG0331,50.577
TP20,EDN0331,4.891
TP20,FHL0331,40.964
TP20,FKN0331,54.77
TP20,GFD0331,52.624
TP20,GLN0331,92.939
TP20,GLN0332,42.293
TP20,GOR0331,23.017
TP20,GYM0661,10.89
TP20,GYT0331,9.093
TP20,HAM0111,24.822
TP20,HAM0551,2.25
TP20,HAY0111,12.167
TP20,HAY0331,12.303
TP20,HEN0331,81.67
TP20,HEP0331,109.504
TP20,HKK0661,3.029
TP20,HLY0331,20.589
TP20,HOB1101,37.975
TP20,HOR0331,6.804
TP20,HOR0661,3.459
TP20,HTI0331,24.92
TP20,HUI0331,24.166
TP20,HWA0331,21.082
TP20,HWA0332,5.283
TP20,HWA1101,0
TP20,HWA1102,0
TP20,HWB0331,41.026
TP20,HWB0332,39.804
TP20,HWB1101,7.934
TP20,INV0331,76.058
TP20,ISL0661,355.027
TP20,KAI0111,26.295
TP20,KAW0112,40.123
TP20,KAW1101,0
TP20,KBY0661,1.192
TP20,KBY0662,1.349
TP20,KIK0111,1.779
TP20,KIN0111,43.247
TP20,KIN0112,-25.838
TP20,KIN0113,16.158
TP20,KMO0331,10.59
TP20,KOE1101,28.222
TP20,KPA1101,0
TP20,KUM0661,-2.426
TP20,KWA0111,28.837
TP20,LFD1101,1.384
TP20,LFD1102,1.308
TP20,LTN0331,40.813
TP20,MAN2201,1.016
TP20,MAT1101,0.238
TP20,MCH0111,1.341
TP20,MER0331,0
TP20,MGM0331,6.177
TP20,MHO0331,31.334
TP20,MKE1101,0
TP20,MLG0111,21.123
TP20,MLG0331,27.341
TP20,MNG0331,87.009
TP20,MNG1101,8.798
TP20,MNI0111,6.316
TP20,MST0331,36.979
TP20,MTM0331,50.717
TP20,MTN0331,11.994
TP20,MTO0331,11.22
TP20,MTR0331,5.349
TP20,NAP2201,0
TP20,NAP2202,0
TP20,NMA0331,7.483
TP20,NPK0331,4.585
TP20,NPL0331,7.873
TP20,NSY0331,23.325
TP20,OAM0331,27.396
TP20,OKN0111,7.522
TP20,ONG0331,2.846
TP20,OPK0331,4.89
TP20,ORO1101,3.264
TP20,ORO1102,3.225
TP20,OTA0221,48.116
TP20,OTI0111,0.088
TP20,OWH0111,8.679
TP20,PAK0331,109.678
TP20,PAO1101,25.392
TP20,PEN0221,46.984
TP20,PEN0251,2.669
TP20,PEN1101,129.933
TP20,PNI0331,11.731
TP20,PPI2201,0
TP20,RDF0331,45.461
TP20,RFN1101,1.474
TP20,RFN1102,1.438
TP20,ROS0221,71.916
TP20,ROS1101,43.086
TP20,ROT0111,18.094
TP20,ROT0331,39.727
TP20,ROT1101,0
TP20,SBK0331,24.911
TP20,SBK0661,12.082
TP20,SDN0331,63.948
TP20,SFD0331,15.745
TP20,SFD2201,0
TP20,STK0331,114.534
TP20,STK0661,21.636
TP20,STU0111,6.632
TP20,SVL0331,53.838
TP20,SWN0251,2.108
TP20,SWN2201,0.1
TP20,TAK0331,79.85
TP20,TGA0111,22.062
TP20,TGA0331,65.33
TP20,THI2201,0
TP20,TIM0111,57.354
TP20,TKA0331,3.547
TP20,TKH0111,0.721
TP20,TKR0331,68.109
TP20,TKU0331,6.886
TP20,TMI0331,25.465
TP20,TMK0331,17.893
TP20,TMN0551,0.03
TP20,TMU0111,28.314
TP20,TNG0111,23.813
TP20,TNG0551,0.164
TP20,TRK0111,5.057
TP20,TUI1101,47.202
TP20,TWC2201,-0.661
TP20,TWH0331,61.863
TP20,TWI2201,572.413
TP20,TWZ0331,6.361
TP20,UHT0331,23.154
TP20,WAI0111,7.181
TP20,WDV0111,1.791
TP20,WDV1101,0.427
TP20,WEL0331,24.664
TP20,WHI2201,0.168
TP20,WIL0331,11.36
TP20,WIR0331,79.741
TP20,WKM2201,6.094
TP20,WPR0331,6.128
TP20,WPR0661,2.388
TP20,WPT0111,0
TP20,WPW0331,16.271
TP20,WRD0331,52.078
TP20,WRK0331,36.209
TP20,WTK0111,0
TP20,WTK0331,0
TP20,WTU0331,68.761
TP20,WVY0111,3.079
TP20,WWD1102,-34.537
TP20,WWD1103,-32.314
TP21,BOB1101,54.389
TP21,CPK0331,118.292
TP21,HAM0331,97.551
TP21,HIN0331,27.276
TP21,ISL0331,70.905
TP21,KAW0111,15.896
TP21,KAW0113,0
TP21,KIN0331,13.663
TP21,KPU0661,33.953
TP21,MPE1101,89.975
TP21,PEN0331,215.895
TP21,PRM0331,45.383
TP21,WGN0331,22.2
TP21,WHI0111,29.318
TP21,WHU0331,14.699
TP21,WKO0331,25.697
TP21,KAW0112_DLS0,0
TP21,KAW0113_DLS1,35.108
TP21,ABY0111,2.903
TP21,ALB0331,97.086
TP21,ALB1101,47.328
TP21,APS0111,0.163
TP21,ARG1101,0
TP21,ASB0331,24.065
TP21,ASB0661,30.063
TP21,ASY0111,12.891
TP21,ATU1101,0.141
TP21,BAL0331,22.423
TP21,BDE0111,7.85
TP21,BLN0331,61.004
TP21,BOB0331,8.375
TP21,BPD1101,1.472
TP21,BPE0331,78.434
TP21,BPE0551,1.952
TP21,BPT1101,0.23
TP21,BRB0331,48.475
TP21,BRK0331,19.255
TP21,BRY0661,114.339
TP21,BWK1101,0
TP21,CBG0111,31.74
TP21,CLH0111,0.337
TP21,CML0331,31.541
TP21,COL0111,0.2
TP21,COL0661,0
TP21,CPK0111,17.381
TP21,CST0331,38.267
TP21,CUL0331,6.969
TP21,CUL0661,4.488
TP21,CYD0331,1.862
TP21,CYD2201,0
TP21,DOB0331,2.803
TP21,DVK0111,10.65
TP21,EDG0331,49.119
TP21,EDN0331,4.769
TP21,FHL0331,38.946
TP21,FKN0331,59.921
TP21,GFD0331,50.751
TP21,GLN0331,93.021
TP21,GLN0332,40.187
TP21,GOR0331,24.101
TP21,GYM0661,11.08
TP21,GYT0331,8.527
TP21,HAM0111,23.727
TP21,HAM0551,2.064
TP21,HAY0111,11.882
TP21,HAY0331,11.714
TP21,HEN0331,78.556
TP21,HEP0331,106.638
TP21,HKK0661,2.97
TP21,HLY0331,19.237
TP21,HOB1101,37.995
TP21,HOR0331,7.109
TP21,HOR0661,3.377
TP21,HTI0331,25.655
TP21,HUI0331,24.396
TP21,HWA0331,20.235
TP21,HWA0332,5.277
TP21,HWA1101,0
TP21,HWA1102,0
TP21,HWB0331,41.249
TP21,HWB0332,38.138
TP21,HWB1101,7.868
TP21,INV0331,76.324
TP21,ISL0661,348.651
TP21,KAI0111,26.176
TP21,KAW0112,39.428
TP21,KAW1101,0
TP21,KBY0661,1.175
TP21,KBY0662,1.332
TP21,KIK0111,1.811
TP21,KIN0111,43.147
TP21,KIN0112,-24.45
TP21,KIN0113,16.156
TP21,KMO0331,9.772
TP21,KOE1101,27.173
TP21,KPA1101,0
TP21,KUM0661,-2.43
TP21,KWA0111,28.339
TP21,LFD1101,1.485
TP21,LFD1102,1.418
TP21,LTN0331,39.295
TP21,MAN2201,0.987
TP21,MAT1101,0.178
TP21,MCH0111,1.448
TP21,MER0331,0
TP21,MGM0331,6.008
TP21,MHO0331,29.194
TP21,MKE1101,0
TP21,MLG0111,20.563
TP21,MLG0331,26.805
TP21,MNG0331,87.25
TP21,MNG1101,9.38
TP21,MNI0111,6.286
TP21,MST0331,35.324
TP21,MTM0331,48.984
TP21,MTN0331,12.082
TP21,MTO0331,11.321
TP21,MTR0331,5.277
TP21,NAP2201,0
TP21,NAP2202,0
TP21,NMA0331,9.521
TP21,NPK0331,4.448
TP21,NPL0331,7.477
TP21,NSY0331,23.187
TP21,OAM0331,27.595
TP21,OKN0111,6.951
TP21,ONG0331,3.326
TP21,OPK0331,4.766
TP21,ORO1101,4.051
TP21,ORO1102,4.016
TP21,OTA0221,48.099
TP21,OTI0111,0.306
TP21,OWH0111,8.076
TP21,PAK0331,106.005
TP21,PAO1101,24.85
TP21,PEN0221,46.121
TP21,PEN0251,2.047
TP21,PEN1101,129.032
TP21,PNI0331,11.173
TP21,PPI2201,0
TP21,RDF0331,43.481
TP21,RFN1101,1.376
TP21,RFN1102,1.336
TP21,ROS0221,68.941
TP21,ROS1101,41.523
TP21,ROT0111,17.162
TP21,ROT0331,38.43
TP21,ROT1101,0
TP21,SBK0331,24.483
TP21,SBK0661,11.718
TP21,SDN0331,61.467
TP21,SFD0331,15.208
TP21,SFD2201,0
TP21,STK0331,117.031
TP21,STK0661,22.492
TP21,STU0111,6.37
TP21,SVL0331,50.946
TP21,SWN0251,2.11
TP21,SWN2201,0.1
TP21,TAK0331,76.812
TP21,TGA0111,20.978
TP21,TGA0331,61.989
TP21,THI2201,0
TP21,TIM0111,55.782
TP21,TKA0331,3.497
TP21,TKH0111,0.735
TP21,TKR0331,66.981
TP21,TKU0331,7.125
TP21,TMI0331,24.897
TP21,TMK0331,17.867
TP21,TMN0551,0.03
TP21,TMU0111,30.345
TP21,TNG0111,23.786
TP21,TNG0551,0.062
TP21,TRK0111,4.621
TP21,TUI1101,46.465
TP21,TWC2201,-1.651
TP21,TWH0331,66.325
TP21,TWI2201,576.149
TP21,TWZ0331,6.308
TP21,UHT0331,22.143
TP21,WAI0111,6.864
TP21,WDV0111,1.772
TP21,WDV1101,0.421
TP21,WEL0331,22.803
TP21,WHI2201,0.166
TP21,WIL0331,12.111
TP21,WIR0331,79.785
TP21,WKM2201,5.701
TP21,WPR0331,6
TP21,WPR0661,2.365
TP21,WPT0111,0
TP21,WPW0331,15.846
TP21,WRD0331,50.085
TP21,WRK0331,35.474
TP21,WTK0111,0
TP21,WTK0331,0
TP21,WTU0331,66.741
TP21,WVY0111,2.925
TP21,WWD1102,-37.85
TP21,WWD1103,-41.943
TP22,BOB1101,50.12
TP22,CPK0331,117.109
TP22,HAM0331,93.699
TP22,HIN0331,26.996
TP22,ISL0331,70.995
TP22,KAW0111,16.396
TP22,KAW0113,0
TP22,KIN0331,13.5
TP22,KPU0661,32.549
TP22,MPE1101,85.261
TP22,PEN0331,211.938
TP22,PRM0331,42.877
TP22,WGN0331,21.87
TP22,WHI0111,29.986
TP22,WHU0331,14.44
TP22,WKO0331,24.359
TP22,KAW0112_DLS0,0
TP22,KAW0113_DLS1,34.992
TP22,ABY0111,2.716
TP22,ALB0331,93.791
TP22,ALB1101,45.193
TP22,APS0111,0.159
TP22,ARG1101,0
TP22,ASB0331,25.055
TP22,ASB0661,31.486
TP22,ASY0111,13.08
TP22,ATU1101,0.117
TP22,BAL0331,22.703
TP22,BDE0111,7.629
TP22,BLN0331,62.447
TP22,BOB0331,7.632
TP22,BPD1101,1.44
TP22,BPE0331,75.789
TP22,BPE0551,1.755
TP22,BPT1101,0.23
TP22,BRB0331,48.905
TP22,BRK0331,18.408
TP22,BRY0661,117.002
TP22,BWK1101,0
TP22,CBG0111,29.639
TP22,CLH0111,0.34
TP22,CML0331,31.603
TP22,COL0111,0.202
TP22,COL0661,0
TP22,CPK0111,17.304
TP22,CST0331,37.331
TP22,CUL0331,6.735
TP22,CUL0661,4.761
TP22,CYD0331,0.427
TP22,CYD2201,0
TP22,DOB0331,3.384
TP22,DVK0111,10.503
TP22,EDG0331,47.466
TP22,EDN0331,4.672
TP22,FHL0331,38.121
TP22,FKN0331,59.247
TP22,GFD0331,50.353
TP22,GLN0331,89.505
TP22,GLN0332,39.643
TP22,GOR0331,23.795
TP22,GYM0661,11.989
TP22,GYT0331,7.935
TP22,HAM0111,22.57
TP22,HAM0551,1.293
TP22,HAY0111,11.879
TP22,HAY0331,11.234
TP22,HEN0331,75.665
TP22,HEP0331,103.243
TP22,HKK0661,3.703
TP22,HLY0331,18.572
TP22,HOB1101,37.877
TP22,HOR0331,6.862
TP22,HOR0661,3.101
TP22,HTI0331,24.366
TP22,HUI0331,25.768
TP22,HWA0331,19.824
TP22,HWA0332,5.291
TP22,HWA1101,0
TP22,HWA1102,0
TP22,HWB0331,40.037
TP22,HWB0332,36.846
TP22,HWB1101,7.572
TP22,INV0331,78.638
TP22,ISL0661,346.08
TP22,KAI0111,26.109
TP22,KAW0112,39.558
TP22,KAW1101,0
TP22,KBY0661,1.085
TP22,KBY0662,1.239
TP22,KIK0111,1.72
TP22,KIN0111,42.732
TP22,KIN0112,-20.671
TP22,KIN0113,15.715
TP22,KMO0331,9.158
TP22,KOE1101,25.848
TP22,KPA1101,0
TP22,KUM0661,-2.217
TP22,KWA0111,27.717
TP22,LFD1101,1.638
TP22,LFD1102,1.585
TP22,LTN0331,38.106
TP22,MAN2201,1.03
TP22,MAT1101,0.171
TP22,MCH0111,1.381
TP22,MER0331,0
TP22,MGM0331,5.812
TP22,MHO0331,28.36
TP22,MKE1101,0.406
TP22,MLG0111,20.447
TP22,MLG0331,26.817
TP22,MNG0331,86.796
TP22,MNG1101,7.134
TP22,MNI0111,6.24
TP22,MST0331,34.037
TP22,MTM0331,47.435
TP22,MTN0331,11.597
TP22,MTO0331,10.361
TP22,MTR0331,5.144
TP22,NAP2201,0
TP22,NAP2202,0
TP22,NMA0331,9.059
TP22,NPK0331,3.855
TP22,NPL0331,7.315
TP22,NSY0331,22.941
TP22,OAM0331,26.168
TP22,OKN0111,6.524
TP22,ONG0331,2.302
TP22,OPK0331,4.543
TP22,ORO1101,4.221
TP22,ORO1102,4.189
TP22,OTA0221,47.424
TP22,OTI0111,0.465
TP22,OWH0111,7.587
TP22,PAK0331,102.801
TP22,PAO1101,24
TP22,PEN0221,45.471
TP22,PEN0251,1.883
TP22,PEN1101,127.374
TP22,PNI0331,10.479
TP22,PPI2201,0
TP22,RDF0331,42.339
TP22,RFN1101,1.291
TP22,RFN1102,1.276
TP22,ROS0221,66.421
TP22,ROS1101,39.872
TP22,ROT0111,16.163
TP22,ROT0331,39.311
TP22,ROT1101,0
TP22,SBK0331,24.615
TP22,SBK0661,11.187
TP22,SDN0331,59.782
TP22,SFD0331,15.006
TP22,SFD2201,0
TP22,STK0331,116.677
TP22,STK0661,21.089
TP22,STU0111,6.192
TP22,SVL0331,48.094
TP22,SWN0251,1.817
TP22,SWN2201,0.1
TP22,TAK0331,74.902
TP22,TGA0111,20.017
TP22,TGA0331,59.902
TP22,THI2201,0
TP22,TIM0111,54.539
TP22,TKA0331,3.519
TP22,TKH0111,0.697
TP22,TKR0331,66.569
TP22,TKU0331,6.309
TP22,TMI0331,24.447
TP22,TMK0331,16.817
TP22,TMN0551,0.029
TP22,TMU0111,31.056
TP22,TNG0111,23.099
TP22,TNG0551,0.061
TP22,TRK0111,4.516
TP22,TUI1101,45.075
TP22,TWC2201,-0.824
TP22,TWH0331,67.287
TP22,TWI2201,577.797
TP22,TWZ0331,6.042
TP22,UHT0331,21.063
TP22,WAI0111,6.769
TP22,WDV0111,1.654
TP22,WDV1101,0.42
TP22,WEL0331,22.24
TP22,WHI2201,0.172
TP22,WIL0331,8.91
TP22,WIR0331,78.943
TP22,WKM2201,5.445
TP22,WPR0331,5.988
TP22,WPR0661,2.306
TP22,WPT0111,0
TP22,WPW0331,15.533
TP22,WRD0331,47.756
TP22,WRK0331,34.895
TP22,WTK0111,0
TP22,WTK0331,0
TP22,WTU0331,65.991
TP22,WVY0111,2.85
TP22,WWD1102,-37.31
TP22,WWD1103,-37.11
TP23,BOB1101,48.269
TP23,CPK0331,114.904
TP23,HAM0331,91.246
TP23,HIN0331,26.439
TP23,ISL0331,71.703
TP23,KAW0111,15.124
TP23,KAW0113,0
TP23,KIN0331,12.886
TP23,KPU0661,30.881
TP23,MPE1101,83.342
TP23,PEN0331,205.07
TP23,PRM0331,40.868
TP23,WGN0331,21.039
TP23,WHI0111,30.012
TP23,WHU0331,13.945
TP23,WKO0331,23.4
TP23,KAW0112_DLS0,0
TP23,KAW0113_DLS1,35.589
TP23,ABY0111,-0.939
TP23,ALB0331,91.309
TP23,ALB1101,43.702
TP23,APS0111,0.155
TP23,ARG1101,0
TP23,ASB0331,24.561
TP23,ASB0661,30.456
TP23,ASY0111,12.698
TP23,ATU1101,0.111
TP23,BAL0331,23.715
TP23,BDE0111,7.887
TP23,BLN0331,58.828
TP23,BOB0331,7.158
TP23,BPD1101,1.432
TP23,BPE0331,73.295
TP23,BPE0551,3.624
TP23,BPT1101,0.226
TP23,BRB0331,48.74
TP23,BRK0331,17.478
TP23,BRY0661,115.37
TP23,BWK1101,0
TP23,CBG0111,26.619
TP23,CLH0111,0.315
TP23,CML0331,31.602
TP23,COL0111,0.203
TP23,COL0661,0
TP23,CPK0111,16.706
TP23,CST0331,36.676
TP23,CUL0331,6.363
TP23,CUL0661,4.674
TP23,CYD0331,-0.825
TP23,CYD2201,0
TP23,DOB0331,3.549
TP23,DVK0111,10.138
TP23,EDG0331,45.923
TP23,EDN0331,4.55
TP23,FHL0331,38.111
TP23,FKN0331,56.73
TP23,GFD0331,49.128
